名字,链接,地址,介绍,开放时间,图片链接,评分,建议游玩时间,建议季节,门票,小贴士,Page
昭阳区守望乡宋家山,http://travel.qunar.com/p-oi39600117-zhaoyangqushouwangxiang,,,,,5.0,,,,,2
莲花山Lotus Mountain,http://travel.qunar.com/p-oi35762336-lianhuashan,"

地址:
昭通市绥江县

",莲花山展现出一种别样的风采，这里风光结构很丰富，山花、打粮农田，草地，构成了山的风景骨架，沉浸在各种山型造就的景色美之中，享受自然之美。,全年 全天开放,,5.0,建议游览时间：12小时 - 3天,,具体收费情况以现场公示为主,,3
